,LINK,ENTITY,FR_TOP,SM_TOP
0,https://genshin-impact.fandom.com/wiki/qiqi,qiqi,"['hu tao', 'chasing qiqi', 'xingqiu chongyun', 'background hutao', 'lmao poor']","['chasing qiqi 11811', 'chasing qiqi 12692', 'taos chasing qiqi', 'tao chasing 15339', 'chasing qiqi 16444']"
1,https://genshin-impact.fandom.com/wiki/hu tao,hu tao,"['hu tao', 'chasing qiqi', 'xingqiu chongyun', 'chases background', 'new boss']","['chasing qiqi 16444', 'chasing qiqi 119', 'chasing qiqi 10228', 'chasing qiqi madame', 'chasing qiqi 12469']"
2,https://genshin-impact.fandom.com/wiki/inazuma,inazuma,"['inazuma inazuma', 'new characters', 'visions people', 'character electro', 'everyone game']","['maybe inazuma 17473', 'wai 13639 mango', 'come 13696 mango', 'favorite trailer dont', '38 favorite trailer']"
3,https://genshin-impact.fandom.com/wiki/geo,geo,"['geo daddy', 'zhongli time', 'new boss', 'noelle user', 'character story']","['geo daddy rerun', 'ceo geo 3283', '17431 geo daddy', 'daddys comeback 7585', 'daddy 17982 ceo']"
4,https://genshin-impact.fandom.com/wiki/zhongli,zhongli,"['zhongli zhongli', 'eula banner', 'new waifus', 'long time', 'cyro characters']","['1147 wish luck', 'handsome 104 swear', 'makes comeback 4204', '2431 love zhongli', 'babysitting 1860 happy']"
5,https://genshin-impact.fandom.com/wiki/mihoyo,mihoyo,"['mihoyo mihoyo', 'genshin community', 'gadget game', 'people inazuma', 'zhongli theme']","['trailergood job mihoyo', 'players fine 2046', 'best travel com', '12450 leaks amazing', 'genshin impact xbox']"
6,https://genshin-impact.fandom.com/wiki/genshin,genshin,"['genshin genshin', 'game gain', 'prop hunt', 'animal crossing', 'impact xbox']","['genshin 8494 gangster', 'help accidentally deleted', 'update stupid game', 'xbox platforms 1036', 'youtube giving 187']"
7,https://genshin-impact.fandom.com/wiki/eula,eula,"['eula yanfei', 'zhongli rerun', 'new waifus', 'party cryo', 'yan fei']","['14622 record slaps', 'yanfei new electro', '3849 killed 4148', 'eula best girl', 'best trailer update']"
8,https://genshin-impact.fandom.com/wiki/yanfei,yanfei,"['yanfei yanfei', 'noelle eula', 'zhongli diluc', 'klee jean', 'ganyu xingqiu']","['3534 yanfei cute', 'beloved 17337 yanfei', 'precious love 14954', 'yanfei beloved 14820', 'yanfei beloved 14949']"
9,https://genshin-impact.fandom.com/wiki/xingqiu,xingqiu,"['xingqiu chongyun', 'hu tao', 'chasing qiqi', 'people people', 'even mihoyo']","['sitting jakskxxj 8266', 'chongyun 3230 xingqiu', 'chongyun xingqiu 16989', 'xingqiu having date', '10287 ok gay']"
10,https://genshin-impact.fandom.com/wiki/chongyun,chongyun,"['xingqiu chongyun', 'hu tao', 'chasing qiqi', 'eula phys', 'people people']","['cute qiqi 16305', 'ruin guards 4493', '10287 ok gay', '1741 tummy likescookies', '4424 hopes lover']"
11,https://genshin-impact.fandom.com/wiki/azhdaha,azhdaha,"['azhdaha azhdaha', 'world boss', 'dragon farsi', 'persian mythology', 'spiral abyss']","['2728 azhdaha furious', 'furious rambling azhdaha', 'quest need kill', 'killing 736 thrash', 'giving monster hunter']"
12,https://genshin-impact.fandom.com/wiki/klee,klee,"['klee yanfei', 'new pyro', 'star character', 'house thing', 'kid tree']","['11853 excited really', '2612 saving klee', '6539 love jean', 'klee rerun 11527', 'walmart 9662 better']"
13,https://genshin-impact.fandom.com/wiki/rex incognito,rex incognito,"['rex incognito', 'piano version', 'end way', 'epic scene', 'part called']","['piano rex incognito', 'piano covers 2666', '14785 piano rex', 'incognito piano version', 'piano versio 596']"
